indie,action,casual,adventure,strategy,simulation,rpg,free_to_play,cluster,color
10,9,3,6,4,5,3,6,1,dodgerblue
0,5,0,0,1,0,2,2,0,red
9,8,3,5,3,3,5,11,1,dodgerblue
1,2,0,0,1,0,0,2,0,red
0,3,0,2,0,0,0,0,0,red
4,6,0,2,3,1,4,4,0,red
3,5,1,2,1,2,1,4,0,red
1,3,2,2,1,0,1,3,0,red
46,52,6,17,12,12,15,20,1,dodgerblue
1,6,0,5,0,0,1,0,0,red
2,2,0,0,1,3,0,3,0,red
3,6,1,1,1,0,1,6,0,red
0,3,0,0,1,0,0,2,0,red
4,6,0,3,0,2,3,1,0,red
2,4,0,1,1,0,1,1,0,red
2,5,0,2,0,1,3,1,0,red
0,2,0,0,1,0,0,2,0,red
1,1,0,0,1,0,0,1,0,red
7,8,0,6,1,2,6,3,0,red
2,2,0,0,1,2,0,1,0,red
1,2,0,0,1,0,0,1,0,red
3,7,3,3,1,1,2,7,0,red
5,8,3,3,3,2,3,5,0,red
15,20,0,13,4,4,2,3,1,dodgerblue
5,13,1,6,1,2,4,4,0,red
0,3,0,0,1,0,0,2,0,red
2,5,0,1,0,1,0,4,0,red
2,3,1,2,2,1,0,2,0,red
1,2,0,1,1,0,1,2,0,red
2,3,0,2,1,2,2,0,0,red
0,1,1,0,1,0,0,2,0,red
2,5,2,2,1,0,3,7,0,red
5,10,1,3,1,0,1,4,0,red
0,2,0,0,1,0,0,2,0,red
1,0,2,0,0,0,0,0,0,red
2,4,2,1,0,0,0,2,0,red
2,5,0,1,1,0,3,1,0,red
32,27,4,17,12,18,7,11,1,dodgerblue
2,7,0,1,2,1,1,2,0,red
6,10,1,4,5,4,5,9,1,dodgerblue
4,8,0,3,1,1,2,2,0,red
3,5,1,1,1,2,1,4,0,red
1,1,0,0,1,0,0,2,0,red
5,13,1,7,2,2,2,3,0,red
9,17,5,8,1,2,8,16,1,dodgerblue
3,8,3,3,1,0,4,9,0,red
2,2,2,2,0,0,0,2,0,red
16,24,1,11,6,10,10,8,1,dodgerblue
4,5,1,1,1,0,1,4,0,red
5,6,2,4,4,3,4,4,0,red
0,2,0,0,1,0,0,1,0,red
7,12,1,1,3,4,4,11,1,dodgerblue
2,5,0,2,1,2,0,2,0,red
8,16,3,8,2,0,9,9,1,dodgerblue
0,2,0,0,1,0,0,2,0,red
35,29,10,18,12,16,10,3,1,dodgerblue
0,2,0,0,0,0,0,2,0,red
0,5,0,3,1,0,0,2,0,red
0,4,0,2,0,0,0,0,0,red
21,23,4,6,7,8,7,15,1,dodgerblue
0,2,0,0,1,0,0,1,0,red
0,8,0,2,1,1,2,4,0,red
2,2,0,1,1,3,0,0,0,red
1,3,0,1,1,0,1,2,0,red
1,8,0,1,2,0,1,1,0,red
0,2,0,1,1,0,1,2,0,red
0,4,0,2,1,1,1,1,0,red
1,3,1,3,0,0,0,1,0,red
9,14,3,4,3,6,3,7,1,dodgerblue
10,12,2,8,2,2,8,2,0,red
0,2,0,0,1,0,0,1,0,red
3,1,4,1,1,3,0,2,0,red
1,1,0,1,1,1,0,1,0,red
1,1,0,1,0,1,1,1,0,red
0,4,0,1,0,0,0,1,0,red
9,9,2,6,1,1,3,0,0,red
0,2,0,0,1,0,0,2,0,red
5,6,2,2,1,2,1,4,0,red
3,7,1,2,1,2,2,2,0,red
2,4,2,1,1,1,0,3,0,red
1,4,1,1,1,0,0,3,0,red
20,28,6,11,11,6,5,7,1,dodgerblue
3,6,0,5,0,0,1,0,0,red
5,10,1,2,1,1,1,4,0,red
0,2,0,0,1,0,0,2,0,red
1,4,0,0,1,2,0,3,0,red
2,7,0,1,4,1,2,2,0,red
1,2,0,1,0,2,0,0,0,red
0,2,0,0,1,0,0,1,0,red
2,3,0,3,0,1,3,1,0,red
28,27,6,10,5,9,8,7,1,dodgerblue
42,41,4,21,28,27,18,5,2,peru
1,2,0,0,0,0,0,2,0,red
2,1,0,1,1,1,1,0,0,red
0,2,0,0,1,0,0,2,0,red
4,5,1,2,1,2,2,4,0,red
8,13,1,6,0,4,4,11,1,dodgerblue
1,5,0,1,1,0,0,0,0,red
2,6,0,3,2,3,3,2,0,red
50,24,11,29,7,8,12,3,1,dodgerblue
3,10,3,4,1,0,4,11,0,red
0,2,0,1,1,0,0,1,0,red
0,2,0,1,1,0,0,1,0,red
0,2,1,1,0,0,1,2,0,red
2,6,0,4,2,1,3,1,0,red
0,2,0,1,0,0,0,0,0,red
1,4,1,2,1,0,0,3,0,red
0,2,0,0,1,0,0,2,0,red
2,2,0,1,0,0,2,1,0,red
0,4,0,1,1,0,0,2,0,red
0,3,0,0,1,0,0,1,0,red
3,4,0,0,0,1,2,4,0,red
1,2,0,1,0,0,0,1,0,red
3,7,1,2,2,2,1,5,0,red
1,6,1,3,1,1,2,4,0,red
7,14,2,3,4,2,6,16,1,dodgerblue
3,2,0,3,0,2,0,1,0,red
4,3,1,0,0,3,1,2,0,red
1,5,0,2,0,1,0,1,0,red
1,2,0,1,1,1,1,0,0,red
4,12,1,5,1,4,3,9,0,red
2,4,1,0,1,1,0,6,0,red
1,2,0,0,0,0,2,2,0,red
2,5,0,2,3,1,1,0,0,red
1,2,0,0,0,1,1,2,0,red
1,3,0,0,1,1,0,2,0,red
0,2,0,0,0,0,1,1,0,red
0,2,0,0,1,0,0,2,0,red
8,16,2,9,3,6,9,7,1,dodgerblue
1,4,0,0,1,1,0,3,0,red
4,6,0,1,1,0,4,1,0,red
3,6,0,2,2,1,1,1,0,red
154,94,65,80,40,12,46,12,2,peru
0,3,0,1,1,0,1,1,0,red
3,8,0,3,1,1,4,3,0,red
0,2,0,0,1,0,0,2,0,red
1,1,0,0,1,1,0,1,0,red
1,1,1,1,2,1,1,2,0,red
0,0,0,0,1,1,0,0,0,red
2,4,0,2,2,2,1,0,0,red
0,2,0,1,1,0,0,1,0,red
0,3,0,0,0,0,1,1,0,red
8,13,3,7,4,7,3,8,1,dodgerblue
2,2,1,0,0,0,0,2,0,red
3,3,1,2,0,3,0,1,0,red
7,12,2,2,1,2,3,13,1,dodgerblue
0,1,0,0,0,0,1,0,0,red
1,3,0,1,0,0,1,3,0,red
3,6,1,0,7,6,1,2,0,red
6,5,3,4,2,1,3,4,0,red
0,2,0,1,1,0,0,1,0,red
1,0,1,0,0,1,0,0,0,red
1,1,1,0,2,0,1,1,0,red
0,2,0,0,1,0,0,2,0,red
9,15,1,4,6,8,7,17,1,dodgerblue
0,2,1,1,1,0,1,3,0,red
4,11,3,7,0,2,1,6,0,red
0,2,0,0,1,0,0,2,0,red
2,8,1,5,0,0,0,3,0,red
0,2,0,0,1,0,0,1,0,red
1,4,0,0,1,0,1,4,0,red
0,2,0,0,1,0,0,2,0,red
0,2,0,0,1,0,0,2,0,red
0,2,0,1,1,0,0,1,0,red
4,1,0,2,3,4,1,0,0,red
0,3,0,1,1,0,0,2,0,red
4,9,0,2,2,1,2,6,0,red
0,2,0,0,1,0,0,2,0,red
4,5,1,5,2,0,3,1,0,red
0,1,0,2,0,0,1,1,0,red
15,18,4,12,5,3,7,5,1,dodgerblue
8,13,4,6,1,5,4,11,1,dodgerblue
1,4,0,1,1,1,2,6,0,red
1,3,1,2,1,0,2,2,0,red
1,2,0,2,0,0,1,0,0,red
1,3,0,2,1,0,2,4,0,red
0,2,0,0,1,0,0,1,0,red
1,1,0,2,0,0,0,0,0,red
5,8,1,4,1,3,2,2,0,red
3,6,1,1,1,1,1,6,0,red
5,11,1,6,1,0,10,0,0,red
1,4,0,1,1,1,0,2,0,red
19,16,5,5,16,9,3,4,1,dodgerblue
23,6,6,11,7,11,8,2,1,dodgerblue
1,3,0,0,1,0,1,1,0,red
5,6,3,3,0,1,2,6,0,red
1,6,1,2,1,1,0,4,0,red
0,3,0,0,1,0,0,2,0,red
0,2,0,0,1,0,0,1,0,red
5,11,3,6,1,0,2,4,0,red
0,2,0,0,1,0,0,2,0,red
1,1,1,0,1,0,0,2,0,red
2,3,2,3,1,1,1,3,0,red
1,3,1,1,1,0,2,1,0,red
2,5,0,1,1,1,1,4,0,red
4,8,1,1,2,2,2,8,0,red
4,10,1,5,0,2,4,8,0,red
2,2,1,0,1,0,0,0,0,red
4,3,1,3,0,1,2,1,0,red
5,9,1,2,1,4,2,8,0,red
3,6,1,3,1,3,0,3,0,red
0,4,0,2,1,0,0,2,0,red
5,7,1,3,0,1,3,5,0,red
6,14,1,2,2,3,5,13,1,dodgerblue
3,8,3,3,3,1,0,5,0,red
2,3,0,1,0,2,1,1,0,red
5,8,1,2,1,2,1,6,0,red
1,1,0,0,1,2,0,1,0,red
0,2,0,0,0,1,0,2,0,red
2,3,0,1,0,1,1,3,0,red
2,3,1,1,1,1,1,3,0,red
0,2,0,0,1,0,0,1,0,red
1,2,0,0,1,0,0,2,0,red
1,2,0,0,0,1,0,1,0,red
0,2,0,0,1,0,0,2,0,red
11,5,16,17,3,1,3,0,1,dodgerblue
17,12,0,9,5,4,3,3,1,dodgerblue
2,5,2,3,1,0,1,3,0,red
4,1,2,3,0,1,0,1,0,red
3,4,2,2,1,0,1,6,0,red
5,6,1,0,1,2,0,5,0,red
4,6,2,3,2,1,2,9,0,red
25,33,6,22,6,11,8,11,1,dodgerblue
2,5,1,1,0,0,1,3,0,red
0,0,0,0,0,0,0,0,0,red
4,8,2,4,0,0,2,2,0,red
1,2,1,1,1,0,0,2,0,red
10,18,4,7,1,2,6,9,1,dodgerblue
0,2,0,1,1,0,0,1,0,red
1,3,1,1,0,0,0,3,0,red
9,7,2,2,1,1,7,6,0,red
0,4,0,1,1,1,0,3,0,red
2,4,1,1,1,1,1,0,0,red
1,3,1,1,1,0,0,3,0,red
0,4,0,0,1,0,1,2,0,red
4,5,1,3,0,0,1,4,0,red
3,3,1,2,1,2,0,2,0,red
1,2,1,3,2,0,2,3,0,red
1,1,0,1,1,1,0,1,0,red
3,6,1,3,1,3,1,2,0,red
0,2,0,0,1,0,0,1,0,red
8,14,3,7,3,4,5,10,1,dodgerblue
17,30,3,13,6,7,5,4,1,dodgerblue
3,4,0,2,0,1,1,1,0,red
9,11,5,4,2,1,4,12,1,dodgerblue
2,5,1,3,0,0,4,3,0,red
4,5,1,2,2,2,2,0,0,red
5,8,0,3,1,1,0,3,0,red
4,6,1,1,2,1,2,5,0,red
3,8,2,2,2,1,4,9,0,red
2,3,1,1,1,0,0,3,0,red
12,18,2,9,3,5,8,14,1,dodgerblue
10,8,0,6,10,9,8,0,1,dodgerblue
5,1,3,4,1,2,2,1,0,red
1,4,0,1,1,0,2,1,0,red
1,2,0,0,1,0,1,2,0,red
7,7,2,2,1,1,3,4,0,red
10,15,6,8,5,4,2,11,1,dodgerblue
4,10,2,5,2,1,7,7,0,red
2,4,0,3,1,1,2,1,0,red
9,9,2,7,0,4,2,3,0,red
0,2,0,0,0,0,1,0,0,red
0,2,0,0,1,0,0,1,0,red
9,16,2,7,5,3,5,9,1,dodgerblue
8,10,1,3,3,4,7,6,0,red
2,5,1,1,1,1,1,4,0,red
0,2,0,0,0,0,0,1,0,red
1,0,0,0,0,2,1,2,0,red
17,15,7,6,4,4,6,9,1,dodgerblue
0,2,0,2,0,0,2,1,0,red
0,2,0,0,1,0,0,2,0,red
13,17,4,9,4,5,5,6,1,dodgerblue
2,11,0,5,1,0,1,2,0,red
0,1,0,0,1,0,1,1,0,red
10,16,6,8,2,1,4,6,1,dodgerblue
0,2,0,1,1,0,0,1,0,red
0,2,0,0,1,0,0,2,0,red
4,6,1,3,1,1,1,4,0,red
6,12,2,2,0,0,2,12,0,red
21,39,10,10,6,7,14,30,1,dodgerblue
4,7,1,2,0,0,1,6,0,red
3,6,0,5,0,1,1,0,0,red
2,4,0,2,0,1,1,1,0,red
2,3,1,2,1,1,1,0,0,red
5,13,2,3,3,2,6,9,1,dodgerblue
1,3,0,0,1,0,0,3,0,red
0,2,0,0,1,0,0,2,0,red
2,2,1,3,2,0,0,0,0,red
0,2,0,1,0,1,0,0,0,red
3,6,1,2,1,1,1,7,0,red
18,16,9,11,4,2,6,8,1,dodgerblue
0,3,0,2,0,1,1,1,0,red
10,14,3,6,2,3,7,11,1,dodgerblue
1,0,0,0,0,1,0,0,0,red
9,10,2,5,0,2,2,7,0,red
49,37,11,14,10,9,11,5,1,dodgerblue
8,11,1,4,2,2,3,1,0,red
10,12,7,7,3,4,6,14,1,dodgerblue
2,0,1,2,1,0,1,0,0,red
2,5,0,3,1,2,1,1,0,red
0,2,0,2,0,0,0,0,0,red
4,10,1,3,1,1,1,7,0,red
5,5,1,4,2,2,4,4,0,red
13,17,5,9,2,7,4,10,1,dodgerblue
2,9,1,3,0,1,3,6,0,red
3,6,0,1,0,2,2,4,0,red
1,2,1,1,0,0,0,2,0,red
1,1,1,0,0,0,0,1,0,red
9,16,2,7,3,3,5,7,1,dodgerblue
1,1,0,0,1,2,0,0,0,red
1,2,0,0,1,1,0,2,0,red
2,3,1,2,1,0,0,3,0,red
1,3,1,1,1,0,0,3,0,red
0,2,2,0,2,0,2,3,0,red
1,1,0,0,1,0,0,1,0,red
19,17,3,15,6,6,6,6,1,dodgerblue
4,7,1,4,4,4,3,3,0,red
0,2,0,0,0,0,0,1,0,red
73,48,31,31,33,27,22,11,2,peru
2,0,0,1,1,1,0,0,0,red
0,1,0,0,1,0,0,1,0,red
0,2,0,0,1,0,0,1,0,red
1,1,0,0,1,1,0,1,0,red
19,23,5,17,5,9,11,10,1,dodgerblue
2,6,1,2,1,1,1,4,0,red
0,3,0,0,1,0,0,0,0,red
0,2,0,0,1,0,0,2,0,red
6,5,0,7,2,1,3,1,0,red
11,11,2,7,1,6,2,5,0,red
0,3,0,1,0,0,0,0,0,red
2,2,0,1,0,0,0,0,0,red
10,23,0,14,5,5,5,0,1,dodgerblue
21,19,1,11,4,3,8,1,1,dodgerblue
1,3,2,3,1,0,2,4,0,red
15,28,2,14,2,1,10,1,1,dodgerblue
1,2,0,0,1,1,0,2,0,red
1,0,0,0,1,2,0,0,0,red
11,17,2,7,2,7,5,6,1,dodgerblue
6,10,2,5,2,0,3,7,0,red
0,5,0,0,1,0,0,2,0,red
0,3,0,0,1,0,0,1,0,red
3,3,1,1,2,2,0,1,0,red
4,6,2,4,0,1,4,0,0,red
0,2,0,1,0,0,1,0,0,red
1,6,2,2,1,0,2,4,0,red
12,2,3,6,8,8,4,0,1,dodgerblue
0,2,0,1,2,0,1,2,0,red
0,2,0,0,1,0,0,2,0,red
2,1,1,2,0,1,1,0,0,red
6,14,4,7,3,5,7,12,1,dodgerblue
0,4,0,1,0,0,0,1,0,red
5,6,3,2,1,2,1,1,0,red
2,3,0,2,0,1,0,0,0,red
2,5,1,2,1,1,2,4,0,red
1,2,0,1,1,0,0,2,0,red
2,3,0,1,2,0,1,1,0,red
1,1,0,1,0,1,0,0,0,red
1,2,0,0,1,0,0,2,0,red
0,2,0,0,1,1,0,2,0,red
0,2,1,1,1,0,1,2,0,red
2,7,1,0,2,0,0,9,0,red
2,3,0,0,3,3,0,0,0,red
3,1,2,1,3,1,2,3,0,red
0,2,0,0,1,0,0,1,0,red
6,3,1,3,1,3,2,1,0,red
3,7,0,2,1,0,8,11,0,red
1,1,1,0,1,0,0,2,0,red
3,5,2,4,1,0,1,5,0,red
0,1,0,0,2,0,0,2,0,red
0,2,0,0,1,0,0,2,0,red
1,0,0,2,0,0,0,0,0,red
1,1,0,0,0,0,1,0,0,red
9,14,2,6,1,1,2,7,0,red
3,5,1,2,2,1,2,4,0,red
3,5,3,3,0,1,3,4,0,red
2,1,0,1,1,0,0,1,0,red
0,1,0,0,1,1,0,1,0,red
2,4,0,1,0,1,1,4,0,red
9,12,3,5,2,4,0,6,0,red
1,7,0,2,2,1,1,1,0,red
2,2,0,1,0,1,0,3,0,red
0,2,0,0,0,0,0,0,0,red
3,6,1,2,1,2,2,5,0,red
0,1,0,1,1,1,0,0,0,red
11,18,2,8,4,9,4,3,1,dodgerblue
5,6,3,3,0,1,3,3,0,red
2,3,0,1,1,1,1,4,0,red
10,13,3,9,3,4,5,4,1,dodgerblue
4,14,2,3,2,3,4,10,1,dodgerblue
0,5,0,1,1,2,1,4,0,red
0,2,0,0,1,0,0,1,0,red
1,1,0,1,0,0,0,1,0,red
0,3,0,0,1,0,0,2,0,red
4,6,0,0,3,1,1,2,0,red
1,3,0,0,0,1,1,2,0,red
2,2,0,1,0,0,2,0,0,red
0,4,0,2,0,0,0,1,0,red
43,55,12,37,7,14,16,16,2,peru
2,2,0,1,0,1,1,0,0,red
0,2,0,0,0,0,0,0,0,red
2,6,1,1,0,2,1,5,0,red
1,2,1,1,0,0,0,1,0,red
1,3,0,0,0,0,1,1,0,red
0,3,0,0,0,0,0,2,0,red
4,9,0,4,1,3,3,4,0,red
2,3,0,2,2,3,0,2,0,red
0,2,0,0,1,0,0,1,0,red
3,4,0,2,1,0,0,1,0,red
4,6,0,2,3,3,3,2,0,red
0,2,0,0,0,0,0,1,0,red
5,6,3,3,1,3,3,4,0,red
2,4,0,0,0,0,1,4,0,red
1,3,0,1,1,0,1,3,0,red
0,7,0,0,1,1,1,4,0,red
1,1,0,0,1,1,0,1,0,red
0,1,0,0,1,0,1,0,0,red
1,1,0,0,0,1,0,1,0,red
7,15,0,7,2,5,5,5,0,red
4,6,2,2,1,2,1,6,0,red
0,3,0,0,0,0,0,1,0,red
6,2,1,2,1,0,2,0,0,red
0,0,0,0,1,2,0,0,0,red
2,2,3,3,1,0,1,4,0,red
3,3,0,1,1,3,2,1,0,red
1,3,0,1,0,0,1,2,0,red
2,4,0,1,0,1,2,1,0,red
0,3,0,1,0,0,0,1,0,red
2,2,2,2,0,0,0,3,0,red
6,16,0,2,3,0,1,5,0,red
0,3,0,0,0,0,0,3,0,red
6,12,5,3,2,2,2,14,1,dodgerblue
6,9,0,3,3,6,2,8,0,red
1,2,0,1,0,1,0,1,0,red
0,3,0,0,1,0,0,3,0,red
1,2,1,0,3,3,0,2,0,red
5,5,0,2,1,3,1,3,0,red
4,6,1,3,1,2,5,6,0,red
1,3,0,0,1,0,0,3,0,red
2,3,1,1,0,0,0,3,0,red
7,19,1,7,2,2,6,8,1,dodgerblue
0,6,0,3,0,0,1,0,0,red
0,2,0,0,1,1,0,2,0,red
15,17,5,7,4,6,6,12,1,dodgerblue
2,3,0,4,0,0,0,0,0,red
1,4,0,0,2,0,0,4,0,red
13,16,4,8,2,4,5,7,1,dodgerblue
5,8,1,3,4,1,3,1,0,red
6,17,0,8,4,8,4,1,0,red
0,2,0,1,1,0,0,1,0,red
0,2,0,0,1,0,0,2,0,red
3,1,0,2,0,2,2,1,0,red
5,11,1,6,1,2,3,4,0,red
5,8,1,4,1,1,4,5,0,red
1,2,0,1,1,0,1,2,0,red
1,4,0,1,0,1,1,1,0,red
0,2,0,0,0,0,0,0,0,red
4,6,1,2,0,0,1,0,0,red
1,2,0,1,0,0,0,0,0,red
0,2,0,1,0,0,0,1,0,red
0,3,0,0,1,0,0,3,0,red
2,4,1,1,1,1,1,4,0,red
2,2,0,1,1,5,0,0,0,red
8,15,2,6,1,5,7,8,1,dodgerblue
3,6,2,4,3,4,2,5,0,red
0,2,0,0,1,0,0,2,0,red
4,1,2,1,0,1,0,2,0,red
12,23,5,10,5,9,12,18,1,dodgerblue
2,4,0,0,1,1,1,5,0,red
9,11,5,3,1,1,1,5,0,red
6,14,0,4,2,1,7,12,1,dodgerblue
2,1,0,1,1,2,0,0,0,red
9,15,3,5,1,9,2,8,1,dodgerblue
2,3,0,1,1,0,1,2,0,red
3,3,0,3,0,2,1,1,0,red
6,6,1,1,2,4,0,5,0,red
2,2,0,1,2,0,1,1,0,red
8,13,1,6,4,6,4,3,0,red
0,2,0,0,1,0,0,2,0,red
8,20,1,9,3,3,3,6,1,dodgerblue
24,22,9,15,4,8,10,18,1,dodgerblue
5,7,1,1,2,3,1,6,0,red
2,2,0,0,0,0,1,2,0,red
1,2,0,0,1,1,1,2,0,red
4,7,1,2,2,1,2,7,0,red
4,9,1,3,3,3,1,5,0,red
1,0,0,0,1,2,1,0,0,red
8,2,3,4,1,6,1,3,0,red
0,2,0,0,1,0,0,2,0,red
2,2,0,1,1,1,0,0,0,red
3,4,0,4,5,4,4,0,0,red
15,15,5,6,5,7,3,13,1,dodgerblue
17,30,4,9,1,3,8,28,1,dodgerblue
2,0,1,0,2,2,0,1,0,red
2,3,2,3,0,1,1,2,0,red
1,3,0,0,1,0,1,3,0,red
1,2,0,0,0,0,0,0,0,red
14,21,4,9,8,11,9,13,1,dodgerblue
4,12,0,3,2,4,5,9,0,red
0,1,0,0,0,1,0,0,0,red
0,3,0,0,1,0,0,2,0,red
1,2,0,0,0,0,0,1,0,red
2,2,0,1,0,1,2,1,0,red
0,2,0,0,0,0,0,1,0,red
2,7,0,0,1,2,1,6,0,red
4,6,1,2,2,1,1,4,0,red
0,2,0,0,1,0,0,2,0,red
4,1,0,1,0,1,0,2,0,red
6,3,3,3,2,4,2,3,0,red
3,2,1,2,0,3,0,1,0,red
28,24,12,9,10,13,10,19,1,dodgerblue
1,5,0,0,0,1,2,6,0,red
1,2,0,1,0,0,1,1,0,red
9,18,1,6,3,8,5,12,1,dodgerblue
2,3,0,3,0,0,4,1,0,red
1,2,1,1,1,0,1,2,0,red
5,7,1,2,4,1,6,10,0,red
0,6,2,3,0,0,0,0,0,red
1,1,0,0,1,1,0,1,0,red
1,3,0,1,1,0,0,1,0,red
13,13,7,4,1,4,6,12,1,dodgerblue
10,9,5,4,3,5,6,6,1,dodgerblue
4,6,0,2,2,2,6,0,0,red
1,4,0,0,2,1,2,2,0,red
2,2,2,1,1,0,0,3,0,red
1,3,0,0,2,0,0,1,0,red
1,2,0,0,0,0,0,2,0,red
0,3,0,1,1,0,0,1,0,red
6,6,2,3,3,1,6,4,0,red
1,3,0,1,1,1,1,0,0,red
2,8,1,1,2,2,0,5,0,red
4,4,1,4,1,1,4,1,0,red
4,9,0,2,2,1,3,4,0,red
2,1,0,0,0,1,1,1,0,red
3,5,2,2,1,1,2,5,0,red
20,26,4,9,2,2,5,11,1,dodgerblue
6,13,3,5,2,3,4,6,0,red
7,10,1,7,2,3,0,5,0,red
0,2,0,0,1,0,0,2,0,red
7,5,3,2,1,6,1,2,0,red
1,4,1,2,2,2,0,2,0,red
4,6,1,3,1,2,2,4,0,red
1,1,0,2,0,0,2,2,0,red
2,5,1,1,0,1,1,5,0,red
2,6,1,3,1,0,2,3,0,red
0,2,0,0,1,0,0,2,0,red
4,7,1,2,0,1,4,6,0,red
0,2,0,0,1,0,0,2,0,red
