indie,action,casual,adventure,strategy,simulation,rpg,free_to_play,cluster,color
2,2,0,1,0,0,2,0,0,red
3,3,1,1,0,1,1,2,0,red
12,7,2,4,0,2,3,6,0,red
5,10,2,4,3,2,3,9,0,red
5,12,2,3,2,2,5,10,0,red
0,2,0,0,1,0,0,2,0,red
3,5,0,1,1,1,0,3,0,red
4,1,1,3,5,2,4,4,0,red
1,4,0,1,1,0,0,1,0,red
2,4,1,1,1,1,1,4,0,red
2,4,0,0,1,0,0,5,0,red
1,3,1,1,1,0,0,3,0,red
0,2,0,0,0,0,0,0,0,red
1,1,1,1,1,0,0,1,0,red
2,6,1,3,1,1,1,6,0,red
7,1,4,2,2,3,2,5,0,red
4,2,1,3,0,2,1,1,0,red
6,3,3,4,3,2,3,6,0,red
1,4,1,1,1,0,1,6,0,red
2,3,0,2,1,1,1,1,0,red
1,5,0,0,2,1,0,4,0,red
2,2,0,0,0,1,2,3,0,red
1,0,0,0,2,1,1,2,0,red
24,32,6,16,6,7,18,17,1,dodgerblue
7,5,2,4,2,3,1,1,0,red
0,2,0,0,1,0,1,2,0,red
7,7,1,4,2,5,3,8,0,red
2,2,1,1,0,0,0,2,0,red
0,3,0,0,1,0,0,3,0,red
2,5,2,2,0,1,1,5,0,red
0,2,0,1,0,0,1,1,0,red
1,2,0,0,0,1,0,2,0,red
7,9,3,4,1,4,4,9,1,dodgerblue
2,2,1,1,0,0,0,2,0,red
2,1,0,0,0,0,0,1,0,red
0,1,0,1,0,0,0,1,0,red
2,4,1,2,0,0,1,3,0,red
1,2,0,0,1,1,0,1,0,red
1,1,0,0,0,1,0,1,0,red
5,13,2,3,1,2,4,10,0,red
2,1,1,0,0,1,0,1,0,red
6,10,3,2,0,2,6,12,1,dodgerblue
1,2,3,1,0,0,4,3,0,red
3,5,2,2,0,1,2,5,0,red
5,4,0,0,0,6,1,3,0,red
0,2,0,0,1,0,0,2,0,red
1,2,0,0,1,0,0,1,0,red
4,2,0,1,2,1,3,4,0,red
2,3,0,0,0,0,0,3,0,red
18,12,9,9,5,4,9,17,1,dodgerblue
17,15,5,8,1,7,2,10,1,dodgerblue
2,4,0,0,0,1,2,4,0,red
2,5,0,0,0,0,0,5,0,red
1,2,1,1,1,0,0,2,0,red
0,2,0,0,1,0,0,2,0,red
1,5,0,1,0,0,2,2,0,red
1,2,1,1,1,0,0,2,0,red
1,2,0,2,1,1,0,0,0,red
0,2,0,0,1,0,0,2,0,red
1,2,0,0,0,1,1,2,0,red
1,2,0,0,0,1,2,2,0,red
0,2,0,0,1,0,0,2,0,red
3,1,1,2,0,1,1,4,0,red
9,15,3,8,1,2,11,12,1,dodgerblue
3,5,1,2,0,0,1,4,0,red
5,8,2,2,1,2,2,6,0,red
2,2,1,2,0,0,1,2,0,red
3,7,1,2,2,0,2,5,0,red
1,4,1,1,0,0,1,4,0,red
1,1,0,0,0,0,0,2,0,red
1,2,1,0,1,0,0,2,0,red
2,1,0,0,1,0,0,2,0,red
1,2,1,1,0,0,0,2,0,red
3,5,2,2,0,1,1,5,0,red
0,3,0,2,0,0,1,0,0,red
11,14,2,4,2,3,4,14,1,dodgerblue
4,5,1,2,1,2,3,5,0,red
2,3,0,1,0,1,2,3,0,red
1,3,0,0,1,0,0,2,0,red
1,3,0,0,0,1,0,0,0,red
0,2,0,0,0,0,0,1,0,red
4,5,3,3,0,0,1,6,0,red
3,8,0,4,0,0,4,0,0,red
1,2,0,0,1,1,1,2,0,red
0,2,0,1,1,0,0,1,0,red
0,2,0,1,1,0,0,1,0,red
1,2,0,0,0,0,0,2,0,red
2,3,1,2,3,1,1,2,0,red
0,2,0,0,1,0,0,2,0,red
0,4,0,3,3,2,0,0,0,red
2,3,2,2,0,0,1,3,0,red
3,4,1,2,1,0,1,2,0,red
1,4,0,2,1,1,1,1,0,red
1,2,0,0,2,2,1,2,0,red
2,3,2,3,0,0,2,2,0,red
2,0,0,1,0,2,0,0,0,red
1,3,0,1,1,1,1,1,0,red
0,2,0,0,1,0,0,2,0,red
2,6,0,1,0,1,3,8,0,red
6,7,1,3,0,3,3,4,0,red
0,2,0,0,2,0,1,2,0,red
4,5,1,3,1,3,1,3,0,red
0,2,0,2,0,0,0,0,0,red
10,11,8,6,4,5,9,16,1,dodgerblue
0,2,0,0,1,0,0,2,0,red
0,2,0,0,1,0,0,2,0,red
0,1,1,0,0,0,1,2,0,red
4,7,1,7,2,3,2,1,0,red
3,3,1,1,0,1,1,3,0,red
0,2,1,1,1,0,1,2,0,red
1,1,1,1,1,0,0,2,0,red
4,7,2,2,1,2,0,8,0,red
1,1,1,0,0,0,0,2,0,red
7,9,2,4,1,1,4,9,0,red
6,6,2,2,1,2,2,3,0,red
1,1,0,0,1,1,0,1,0,red
4,9,3,4,2,2,2,9,0,red
1,2,1,1,0,1,2,2,0,red
0,2,0,0,0,0,1,2,0,red
1,1,0,1,0,0,0,1,0,red
1,2,0,0,1,1,1,2,0,red
1,1,0,0,1,0,0,1,0,red
6,6,2,2,0,7,1,6,0,red
0,2,0,0,1,0,0,2,0,red
1,2,0,0,1,0,0,2,0,red
1,4,1,2,1,1,1,3,0,red
1,1,0,1,0,1,0,0,0,red
0,2,1,0,1,1,1,1,0,red
1,2,0,1,0,0,0,2,0,red
3,2,0,2,1,1,3,0,0,red
1,1,0,0,0,1,0,1,0,red
3,10,1,4,4,0,3,6,0,red
1,2,0,0,0,1,1,2,0,red
2,2,0,0,0,1,1,2,0,red
0,2,0,0,1,0,0,2,0,red
4,11,1,1,3,1,2,11,0,red
2,0,0,0,0,2,0,0,0,red
0,1,1,1,0,0,0,1,0,red
1,3,0,0,1,2,1,4,0,red
3,7,1,1,2,1,2,7,0,red
2,2,1,0,0,1,1,3,0,red
2,2,1,2,0,0,0,2,0,red
1,4,1,0,0,0,0,4,0,red
0,2,0,1,1,0,0,1,0,red
4,5,2,1,0,1,2,5,0,red
3,5,0,0,1,2,1,6,0,red
2,2,2,0,0,1,0,1,0,red
3,5,1,3,0,0,0,2,0,red
0,3,0,1,0,0,0,1,0,red
2,2,1,2,0,0,0,1,0,red
0,2,0,0,1,0,0,2,0,red
1,3,2,2,1,0,1,3,0,red
0,1,0,0,0,0,0,1,0,red
2,2,1,1,0,0,0,2,0,red
1,1,0,0,1,1,0,1,0,red
2,3,2,3,0,0,3,4,0,red
0,5,0,2,1,1,1,5,0,red
0,5,0,0,1,0,2,2,0,red
0,2,0,0,1,0,0,2,0,red
2,3,1,0,0,0,1,4,0,red
2,1,1,1,0,1,0,1,0,red
0,3,0,0,0,0,0,2,0,red
0,3,0,1,1,1,0,1,0,red
1,3,1,1,1,1,0,3,0,red
3,5,1,2,1,2,0,5,0,red
2,2,1,1,0,0,0,2,0,red
10,12,1,3,2,4,6,11,1,dodgerblue
5,8,1,2,0,1,1,6,0,red
3,3,1,1,0,0,0,2,0,red
1,4,2,2,1,0,1,4,0,red
3,4,2,2,1,2,1,5,0,red
2,3,1,1,1,1,1,3,0,red
4,5,1,2,2,0,2,0,0,red
2,3,1,1,0,1,1,3,0,red
1,2,0,1,1,0,0,1,0,red
1,2,1,1,0,0,0,2,0,red
0,3,0,0,0,0,1,1,0,red
1,1,1,0,1,0,0,2,0,red
0,2,0,0,0,1,0,2,0,red
2,3,1,1,0,1,1,3,0,red
4,4,2,3,3,1,0,6,0,red
2,9,0,2,1,2,0,2,0,red
1,3,0,1,0,0,1,1,0,red
2,4,1,1,1,1,1,4,0,red
1,2,1,1,0,1,1,2,0,red
1,6,0,2,0,0,0,3,0,red
3,7,2,2,0,4,1,8,0,red
2,1,0,1,1,2,0,0,0,red
0,2,0,0,1,0,0,2,0,red
2,2,1,1,0,0,0,2,0,red
2,3,1,1,0,0,0,3,0,red
1,3,1,1,0,1,0,3,0,red
9,18,3,10,4,1,7,10,1,dodgerblue
0,0,0,0,2,2,1,0,0,red
2,3,1,1,0,0,2,2,0,red
1,4,1,1,1,0,0,4,0,red
2,3,0,0,0,0,1,3,0,red
0,3,2,2,1,0,3,2,0,red
0,1,0,1,0,0,0,1,0,red
5,10,2,4,1,2,2,10,0,red
0,2,0,1,1,0,1,1,0,red
0,2,0,0,0,0,0,2,0,red
4,3,4,2,2,1,2,5,0,red
3,3,0,1,1,0,2,2,0,red
1,1,1,0,0,0,0,2,0,red
6,3,1,0,0,5,1,2,0,red
3,2,4,3,1,2,2,3,0,red
1,2,1,1,0,0,0,2,0,red
4,4,2,3,0,0,3,7,0,red
0,3,1,1,1,0,1,3,0,red
5,2,1,3,1,0,1,1,0,red
2,2,2,2,0,0,0,3,0,red
1,2,0,1,1,1,0,2,0,red
1,1,1,1,0,1,0,2,0,red
2,2,1,1,0,0,0,2,0,red
1,2,1,0,1,0,0,3,0,red
2,2,0,0,0,0,1,3,0,red
3,6,2,2,0,1,2,6,0,red
1,4,1,1,0,0,1,4,0,red
1,1,1,0,1,1,0,2,0,red
2,2,0,2,0,0,2,0,0,red
1,3,2,2,1,0,1,3,0,red
0,2,1,1,0,0,2,2,0,red
1,2,0,1,1,2,1,0,0,red
4,3,2,3,2,5,2,1,0,red
0,2,0,0,0,0,0,0,0,red
1,1,1,1,0,1,0,2,0,red
2,0,1,0,0,2,0,0,0,red
1,2,0,0,0,1,1,2,0,red
1,1,0,1,1,0,1,1,0,red
2,3,1,2,1,0,1,2,0,red
2,3,1,1,1,1,0,2,0,red
2,1,0,1,0,1,1,1,0,red
5,7,3,3,0,3,3,7,0,red
0,2,0,0,1,0,0,2,0,red
2,3,1,2,0,0,0,2,0,red
4,4,0,1,1,2,2,1,0,red
1,2,1,1,0,0,0,2,0,red
2,0,0,0,0,1,0,0,0,red
1,3,2,2,0,0,1,3,0,red
1,1,1,1,1,0,0,2,0,red
1,2,1,1,0,1,1,2,0,red
5,5,0,1,2,5,2,5,0,red
1,2,0,0,0,0,0,2,0,red
1,2,0,0,0,0,0,2,0,red
2,7,2,2,1,1,2,5,0,red
1,2,0,0,0,0,0,2,0,red
2,3,1,2,1,1,3,1,0,red
1,1,1,0,1,3,0,0,0,red
3,3,1,1,0,1,1,3,0,red
0,1,0,0,0,0,0,2,0,red
0,3,0,0,1,1,0,3,0,red
2,2,1,1,0,1,1,2,0,red
0,2,0,0,1,0,0,2,0,red
2,0,1,1,1,1,1,2,0,red
6,10,2,6,0,1,4,4,0,red
0,2,0,1,1,0,0,1,0,red
0,2,0,0,1,0,0,1,0,red
0,2,0,0,0,0,0,2,0,red
1,4,0,0,1,1,0,4,0,red
0,2,0,0,0,0,0,2,0,red
1,2,0,1,1,1,1,0,0,red
1,2,1,1,1,0,0,2,0,red
35,30,11,17,11,9,10,20,1,dodgerblue
0,2,0,0,1,1,0,2,0,red
1,2,1,1,0,0,0,2,0,red
6,5,4,5,0,0,3,7,0,red
0,2,0,0,0,0,0,2,0,red
3,2,1,0,0,1,2,5,0,red
6,6,1,2,1,2,1,5,0,red
2,2,0,1,0,0,1,2,0,red
0,1,0,0,0,0,1,1,0,red
1,2,0,0,0,0,1,2,0,red
9,17,4,8,4,1,10,18,1,dodgerblue
0,1,0,0,0,1,0,1,0,red
1,2,1,1,0,0,0,2,0,red
1,3,3,3,0,0,2,3,0,red
6,2,2,2,3,2,3,7,0,red
1,3,1,1,0,0,0,3,0,red
5,13,2,3,1,2,2,13,1,dodgerblue
4,6,1,2,2,2,2,1,0,red
2,4,2,2,0,0,1,4,0,red
2,4,1,1,1,0,1,4,0,red
2,3,2,1,0,0,0,3,0,red
0,2,0,0,1,0,0,2,0,red
3,4,1,1,1,1,1,3,0,red
1,5,0,0,0,1,1,5,0,red
4,4,1,1,0,0,3,0,0,red
1,5,0,0,1,0,0,0,0,red
1,2,1,1,0,0,0,2,0,red
1,2,2,2,0,0,1,2,0,red
5,9,2,3,2,1,4,8,0,red
1,3,1,1,0,0,2,2,0,red
1,3,0,0,1,1,0,2,0,red
0,1,0,0,0,1,0,0,0,red
3,2,0,1,0,1,0,1,0,red
6,6,0,5,0,0,9,0,0,red
1,1,0,0,1,0,1,0,0,red
0,1,0,0,2,0,0,2,0,red
0,2,1,1,1,0,1,2,0,red
4,6,0,1,2,3,0,4,0,red
0,2,0,0,1,0,0,1,0,red
2,3,1,2,5,3,2,5,0,red
2,5,1,2,1,2,0,3,0,red
1,3,0,0,1,0,0,3,0,red
4,2,1,0,0,1,2,3,0,red
1,1,0,0,0,2,0,1,0,red
0,1,0,0,1,0,0,2,0,red
1,0,0,0,0,1,0,0,0,red
4,5,4,4,1,1,2,4,0,red
0,2,0,0,0,0,1,0,0,red
1,2,0,0,0,0,0,2,0,red
0,2,0,0,1,0,1,1,0,red
1,2,1,1,0,0,0,2,0,red
8,12,3,3,1,1,4,13,1,dodgerblue
1,1,0,1,0,2,1,0,0,red
0,3,0,1,0,0,0,2,0,red
0,2,0,0,0,0,3,2,0,red
0,5,0,1,1,0,1,1,0,red
2,2,0,0,0,1,0,2,0,red
2,5,1,1,0,3,1,5,0,red
0,2,0,0,1,0,0,2,0,red
2,5,1,0,0,1,2,1,0,red
1,4,0,0,1,0,0,1,0,red
0,2,0,1,1,1,0,2,0,red
2,1,0,0,1,1,0,0,0,red
3,5,2,3,0,0,1,4,0,red
4,9,2,7,3,1,4,8,0,red
1,1,0,0,0,1,0,1,0,red
1,5,0,0,0,0,0,2,0,red
0,0,0,0,2,0,0,1,0,red
3,2,0,0,0,3,1,2,0,red
0,2,0,0,0,0,0,0,0,red
3,2,0,1,0,0,1,1,0,red
0,2,0,0,1,0,0,2,0,red
1,3,2,1,0,1,2,4,0,red
5,12,2,3,2,2,3,9,0,red
2,0,1,1,1,2,1,1,0,red
1,4,0,0,0,0,0,2,0,red
7,9,2,4,1,1,5,8,0,red
3,8,4,3,2,1,2,9,0,red
1,1,1,1,1,2,0,0,0,red
2,1,1,2,0,0,1,2,0,red
1,2,0,1,0,2,1,0,0,red
5,10,4,3,3,4,3,9,1,dodgerblue
4,7,3,3,3,3,3,8,0,red
3,6,1,2,0,0,1,7,0,red
0,1,0,0,0,0,0,1,0,red
1,1,0,0,1,0,0,2,0,red
0,2,1,1,1,1,1,1,0,red
1,3,1,2,0,0,0,2,0,red
1,2,0,0,0,0,1,2,0,red
1,2,1,1,0,0,0,2,0,red
2,2,2,2,1,1,1,2,0,red
1,4,1,1,0,0,0,4,0,red
1,4,0,1,1,0,2,2,0,red
1,3,2,2,1,0,2,4,0,red
2,3,1,2,0,0,2,1,0,red
0,3,0,0,1,1,0,2,0,red
0,2,0,0,1,0,0,2,0,red
3,1,1,1,1,0,0,3,0,red
6,14,2,2,1,2,4,15,1,dodgerblue
4,3,3,1,2,1,2,5,0,red
4,7,2,3,2,5,4,10,0,red
4,3,1,2,0,2,2,2,0,red
2,2,0,0,0,1,1,2,0,red
2,2,0,0,0,1,0,2,0,red
0,2,1,1,0,0,1,2,0,red
1,2,1,1,0,0,0,2,0,red
0,2,0,1,1,0,0,1,0,red
1,2,1,1,0,0,0,3,0,red
0,1,1,1,1,0,1,2,0,red
1,1,0,0,0,0,0,2,0,red
1,3,0,1,0,0,0,2,0,red
1,4,0,0,0,1,1,4,0,red
1,0,1,0,0,1,0,2,0,red
1,2,1,1,1,0,0,2,0,red
4,2,0,0,1,2,0,0,0,red
2,2,1,1,0,1,1,2,0,red
3,5,1,2,0,2,2,3,0,red
4,1,0,3,1,2,1,0,0,red
2,4,0,1,1,1,1,3,0,red
0,2,0,0,0,0,0,2,0,red
0,3,0,2,1,0,1,3,0,red
5,7,2,3,2,3,2,9,0,red
1,1,1,1,2,1,1,2,0,red
6,9,2,3,2,0,1,7,0,red
2,2,0,2,0,2,2,0,0,red
2,3,1,1,0,2,1,3,0,red
2,2,1,1,0,0,1,2,0,red
1,2,1,2,0,0,1,3,0,red
1,2,1,1,1,0,1,2,0,red
9,12,4,4,1,4,3,12,1,dodgerblue
2,2,2,1,0,1,0,3,0,red
1,4,1,2,0,0,0,2,0,red
1,2,1,1,0,0,1,2,0,red
2,4,0,2,1,1,3,5,0,red
3,6,1,1,1,2,1,6,0,red
1,5,0,1,0,0,0,2,0,red
2,6,0,2,0,1,2,2,0,red
5,9,0,3,3,4,1,4,0,red
4,6,2,3,2,3,4,8,0,red
2,5,2,1,0,0,0,5,0,red
1,2,0,0,0,1,0,2,0,red
7,9,5,3,4,5,6,15,1,dodgerblue
2,2,0,1,1,0,2,2,0,red
2,3,2,1,1,0,0,3,0,red
0,2,0,0,1,0,1,2,0,red
1,1,0,0,0,1,0,1,0,red
4,10,1,2,2,0,3,9,0,red
0,3,0,0,0,0,0,0,0,red
0,4,0,0,1,1,0,4,0,red
1,2,1,1,0,0,0,2,0,red
2,2,1,1,0,1,1,2,0,red
14,14,4,7,4,2,3,6,1,dodgerblue
0,2,0,0,0,1,0,2,0,red
1,2,1,1,0,0,0,2,0,red
1,3,1,1,3,1,2,4,0,red
0,3,0,1,1,0,0,1,0,red
4,8,1,1,1,1,1,8,0,red
3,0,0,0,0,3,0,0,0,red
0,2,0,0,1,0,0,1,0,red
2,1,0,0,1,1,0,4,0,red
2,5,0,2,1,1,0,0,0,red
8,5,1,4,0,0,1,0,0,red
2,2,0,3,0,0,0,2,0,red
18,19,9,6,4,3,5,24,1,dodgerblue
3,5,1,1,0,1,2,5,0,red
0,2,0,0,1,0,0,2,0,red
2,6,2,1,2,0,0,6,0,red
0,2,0,0,0,0,0,2,0,red
0,2,1,1,0,0,1,2,0,red
5,2,4,2,1,2,2,4,0,red
2,2,0,0,0,0,1,2,0,red
4,10,2,3,0,1,1,10,0,red
2,6,2,2,3,0,1,6,0,red
0,3,1,1,0,0,1,3,0,red
1,3,1,0,1,0,0,2,0,red
9,7,2,3,0,1,2,2,0,red
0,0,0,0,0,0,2,0,0,red
2,3,0,0,0,0,0,3,0,red
0,1,0,1,1,0,0,2,0,red
3,2,2,2,1,1,2,3,0,red
2,3,2,4,1,1,3,2,0,red
1,2,1,1,1,0,0,2,0,red
1,2,2,2,0,0,1,2,0,red
1,2,1,1,0,0,0,2,0,red
0,2,0,0,0,0,0,2,0,red
2,4,2,2,0,0,1,4,0,red
1,4,2,2,0,0,1,4,0,red
1,3,2,2,0,0,1,3,0,red
1,2,1,1,1,1,1,3,0,red
0,1,1,1,0,0,1,2,0,red
5,9,3,6,1,1,6,8,0,red
2,5,1,4,1,2,3,2,0,red
1,2,1,2,1,0,2,3,0,red
0,3,0,0,1,0,0,3,0,red
8,11,3,4,2,0,3,13,1,dodgerblue
1,3,2,2,0,0,1,3,0,red
2,4,1,1,1,1,1,4,0,red
1,1,1,1,2,1,1,2,0,red
1,2,0,1,0,0,1,2,0,red
0,2,0,0,0,1,0,2,0,red
2,2,1,1,0,1,1,2,0,red
0,2,1,1,1,0,1,2,0,red
3,3,3,1,3,1,1,5,0,red
2,2,1,1,0,1,1,2,0,red
2,3,0,0,0,1,1,3,0,red
2,6,2,2,1,0,1,6,0,red
1,2,1,1,0,0,0,2,0,red
5,6,2,1,0,0,0,6,0,red
0,2,0,1,0,0,1,0,0,red
2,3,1,1,0,1,1,3,0,red
1,2,0,0,2,2,0,2,0,red
2,3,1,0,0,0,0,1,0,red
0,3,0,1,0,1,2,0,0,red
1,2,0,1,1,0,2,1,0,red
1,2,1,1,1,0,0,2,0,red
2,2,0,1,1,0,3,2,0,red
2,5,1,2,3,1,0,4,0,red
0,2,1,1,0,0,1,2,0,red
0,2,0,0,1,0,0,2,0,red
4,4,0,2,1,0,0,3,0,red
0,2,0,1,0,0,1,0,0,red
9,12,3,5,1,2,6,12,1,dodgerblue
1,2,0,0,0,0,0,2,0,red
3,6,1,1,2,0,1,6,0,red
0,1,0,0,0,0,2,0,0,red
0,2,0,0,1,0,0,2,0,red
1,2,1,1,1,0,1,2,0,red
1,2,0,0,1,0,1,2,0,red
1,3,1,1,0,0,0,3,0,red
2,4,2,3,0,0,2,5,0,red
1,3,0,1,0,1,0,2,0,red
1,1,0,0,1,0,0,2,0,red
1,2,0,0,1,0,1,2,0,red
2,1,1,1,0,1,0,1,0,red
2,2,1,1,0,0,0,2,0,red
3,4,3,4,1,1,3,2,0,red
0,2,1,2,1,0,1,3,0,red
1,2,1,1,0,0,0,2,0,red
0,0,0,0,2,2,1,0,0,red
0,2,0,2,0,0,0,0,0,red
4,2,3,2,1,2,1,3,0,red
1,2,0,0,1,0,0,2,0,red
0,3,0,1,0,0,0,2,0,red
6,10,1,1,0,2,2,10,0,red
0,2,0,1,0,0,0,1,0,red
1,1,1,1,1,1,1,2,0,red
2,0,0,0,1,1,2,0,0,red
3,5,1,5,2,0,2,3,0,red
1,2,0,0,1,1,0,2,0,red
0,1,0,0,1,0,2,1,0,red
1,2,0,0,0,0,0,2,0,red
2,3,1,1,0,1,1,3,0,red
4,3,2,3,1,0,4,5,0,red
1,2,1,2,0,0,2,2,0,red
1,3,1,2,1,0,3,4,0,red
0,2,0,1,0,0,0,1,0,red
1,7,0,1,2,0,0,3,0,red
3,3,1,1,1,0,0,3,0,red
1,2,0,0,1,0,0,3,0,red
2,7,0,3,1,0,1,1,0,red
1,2,1,1,0,0,0,1,0,red
1,2,1,1,0,0,0,2,0,red
1,1,0,1,1,1,1,0,0,red
2,4,1,1,2,0,1,4,0,red
1,0,0,0,0,0,1,0,0,red
0,2,1,1,1,0,1,2,0,red
2,1,2,1,0,0,0,3,0,red
1,3,1,1,1,0,0,4,0,red
0,2,0,0,1,0,0,2,0,red
3,1,3,1,0,0,0,3,0,red
2,3,0,1,0,0,0,2,0,red
2,3,1,1,0,0,0,3,0,red
1,2,0,0,0,1,1,2,0,red
1,2,1,1,0,0,1,2,0,red
0,2,0,0,0,0,0,2,0,red
1,1,1,0,2,0,0,2,0,red
1,2,1,1,0,0,0,2,0,red
4,4,3,4,0,1,3,4,0,red
2,5,1,1,1,1,0,5,0,red
1,2,1,1,0,0,0,2,0,red
1,2,1,2,0,0,2,1,0,red
1,2,1,1,1,0,0,2,0,red
1,1,1,1,0,1,0,2,0,red
1,3,1,1,1,0,0,3,0,red
1,2,0,0,1,0,0,2,0,red
1,4,0,0,1,0,0,4,0,red
3,3,1,1,0,1,1,2,0,red
0,1,0,0,2,0,1,2,0,red
1,2,0,0,2,0,0,1,0,red
2,2,0,2,0,0,2,0,0,red
0,4,0,1,0,0,0,0,0,red
0,2,0,0,1,0,0,2,0,red
1,1,0,0,0,1,0,1,0,red
1,0,0,0,0,2,0,0,0,red
2,4,1,1,0,1,0,4,0,red
2,1,1,1,0,1,0,1,0,red
2,2,0,0,1,0,1,2,0,red
2,0,2,1,0,1,0,2,0,red
1,2,1,1,0,0,0,2,0,red
1,2,1,1,0,0,0,2,0,red
0,2,0,0,1,1,0,2,0,red
1,2,1,1,0,0,0,2,0,red
6,4,4,3,2,2,3,6,0,red
0,1,0,0,2,0,1,2,0,red
0,3,0,0,1,0,0,3,0,red
1,2,1,1,0,0,0,2,0,red
0,2,0,0,0,0,0,2,0,red
0,1,0,0,1,1,0,2,0,red
1,1,0,0,0,0,1,2,0,red
2,3,1,1,1,0,0,3,0,red
2,2,0,0,0,0,0,2,0,red
3,2,2,1,0,0,0,4,0,red
